instances,SUNNY
bool/routing/s4-4-3-7.xml,18.384
bool/ii/ii-8d1.xml,8.266
bool/ii/ii-8a2.xml,3.539
bool/ii/ii-32e3.xml,287.708
bool/ii/ii-8e2.xml,19.534999999999997
bool/ii/ii-16b1.xml,295.174
bool/ii/ii-32d1.xml,34.188
bool/mps/mps-mzzv11.xml,1314.6856328125
bool/mps/mps-stein45.xml,2.164
bool/mps/mps-bm23.xml,185.19400000000002
bool/mps/mps-seymour.xml,334.461
bool/mps/mps-stein27.xml,1.4209999999999998
bool/logic-synthesis/5xp1-b.xml,598.6690000000001
bool/logic-synthesis/clip-b.xml,269.651
bool/logic-synthesis/max1024-pi.xml,17.148
bool/uclid/ooo-burch-dill-2-accl.xml,620.972
bool/uclid/dlx1c-rwmem-ucl.xml,879.7479999999999
bool/uclid/blast-floppy1-2.xml,178.124
bool/par/par-32-2.xml,52.489999999999995
bool/par/par-8-1-c.xml,1.614
bool/fpga/fpga-11-9.xml,3.757
bool/fpga/fpga-35-34.xml,333.019
bool/fpga/fpga-30-28.xml,177.148
bool/fpga/fpga-14-14.xml,6.827000000000001
bool/mpsReduced/mps-red-sc50a.xml,163.00300000000001
bool/mpsReduced/mps-red-markshare2-1.xml,87.955
bool/mpsReduced/mps-red-enigma.xml,1220.7602890625
bool/mpsReduced/mps-red-agg.xml,1330.3188125000001
bool/mpsReduced/mps-red-sc205.xml,935.924
bool/mpsReduced/mps-red-beaconfd.xml,1451.6045
bool/mpsReduced/mps-red-stocfor1.xml,3088.710677165355
bool/mpsReduced/mps-red-bal8x12.xml,598.307
bool/mpsReduced/mps-red-noswot.xml,202.827
bool/mpsReduced/mps-red-share2b.xml,1268.9352421875
bool/mpsReduced/mps-red-railway-8-1-0.xml,1331.3512421875
bool/mpsReduced/mps-red-bell3b.xml,1229.4472109375001
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1341.7139375
bool/circuits/b1.xml,1.073
bool/ppp/ppp-3-13-25-26.xml,341.79
bool/ppp/ppp-1-13.xml,322.11199999999997
bool/jnh/jnh-17.xml,15.879
bool/jnh/jnh-217.xml,15.003
bool/jnh/jnh-1.xml,20.147
bool/jnh/jnh-218.xml,14.142000000000001
bool/pseudoGLB/normalized-t2001-13queen13-1111226241.xml,271.512
bool/pseudoGLB/normalized-t3002-11tsp11-1900552311.xml,206.636
bool/pseudoGLB/normalized-pigeon-cardinality-31-30.xml,14.011999999999999
bool/pseudoGLB/normalized-t3002-11tsp11-1900566157.xml,228.84900000000002
bool/pseudoGLB/normalized-fpga35-34-sat-pb-cnf-cr.xml,343.19
bool/pseudoGLB/normalized-t2001-13queen13-1110968561.xml,279.233
bool/pseudoGLB/normalized-t2001-13queen13-1110966688.xml,270.89599999999996
bool/pseudoGLB/normalized-fpga13-11-sat-pb-cnf-cr.xml,4.774
bool/pseudoGLB/normalized-43s-smv.xml,29.363
bool/pseudoGLB/normalized-t2001-13queen13-1111218024.xml,277.262
bool/pseudoGLB/normalized-t2001-13queen13-1110976735.xml,263.559
bool/pseudoGLB/normalized-reduced-cuww3.xml,15.493
bool/pseudoGLB/normalized-t2001-13queen13-1111222539.xml,263.436
bool/pseudoGLB/normalized-army9-12bt.xml,56.044000000000004
bool/pseudoGLB/normalized-reduced-prob4.xml,16.053
bool/pseudoGLB/normalized-pigeon-cardinality-61-60.xml,3132.430939252337
bool/pseudoGLB/normalized-t3002-11tsp11-1900564822.xml,212.785
bool/pseudoGLB/normalized-pigeon-clauses-95-90.xml,244.398
bool/pseudoGLB/normalized-t2001-13queen13-1110968094.xml,261.53599999999994
bool/pseudoGLB/normalized-ooo-burch-dill-2-accl-ucl.xml,991.3820000000001
bool/pseudoGLB/normalized-vdw-k6-l3-n170.xml,293.672
bool/pseudoGLB/normalized-t3002-11tsp11-1900579996.xml,921.7420000000001
bool/pseudoGLB/normalized-fpga20-20-sat-pb-cnf-cr.xml,24.447000000000003
bool/pseudoGLB/normalized-t2001-13queen13-1111222080.xml,274.553
bool/pseudoGLB/normalized-t3002-11tsp11-1900576151.xml,2093.788
bool/pseudoGLB/normalized-t3002-11tsp11-1900547427.xml,221.026
bool/pseudoGLB/normalized-pigeon-clauses-41-40.xml,2946.3374
bool/pseudoGLB/normalized-t3002-11tsp11-1900554373.xml,234.096
bool/pseudoGLB/normalized-dlx1c-rwmem-ucl.xml,1137.028
bool/pseudoGLB/normalized-t2001-13queen13-1111213868.xml,258.13300000000004
bool/pseudoGLB/normalized-blast-floppy1-6-ucl.xml,17.032
bool/pseudoGLB/normalized-elf-rf9-ucl.xml,76.432
bool/pseudoGLB/normalized-army12-21bt.xml,2905.875224489796
bool/pseudoGLB/normalized-fpga14-12-sat-pb-cnf-cr.xml,6.065
bool/pseudoGLB/normalized-fpga10-9-sat-pb-cnf-cr.xml,3.55
bool/pseudoGLB/normalized-t2001-13queen13-1111218955.xml,261.986
bool/niklas/air04.xml,223.15
bool/primesDimacs/hanoi4.xml,10.786999999999999
bool/course/ss97-6.xml,5.7219999999999995
bool/aim/aim-200-2-0-1.xml,3.421
bool/aim/aim-200-1-6-4.xml,3.353
bool/aim/aim-200-6-0-2.xml,4.176
bool/aim/aim-100-3-4-3.xml,2.043
bool/radar/radar-10-20-4.5-0.95-98.xml,5.954000000000001
bool/garden/g-9x9.xml,1.513
real/fapp26-30/fapp26/fapp26-2300-8.xml,150.674
real/fapp26-30/fapp30/fapp30-3000-0.xml,1034.5149999999999
real/fapp26-30/fapp27/fapp27-2550-6.xml,74.22800000000001
real/rlfapGraphs/graph7.xml,21.622
real/cabinet/cabinet-5576.xml,17.246
real/cabinet/cabinet-5561.xml,16.194
real/test01-04/test04/test04-1250-2.xml,98.617
real/test01-04/test04/test04-1250-6.xml,105.71000000000001
real/test01-04/test04/test04-1250-8.xml,163.519
real/test01-04/test03/test03-0400-5.xml,47.527
real/test01-04/test02/test02-0250-8.xml,35.207
real/medium/patat-02-medium-5.xml,2889.9331732283467
real/fapp36-40/fapp39/fapp39-2750-0.xml,242.179
real/fapp36-40/fapp38/fapp38-2500-3.xml,839.6379999999999
real/fapp36-40/fapp38/fapp38-2500-7.xml,907.401
real/fapp36-40/fapp36/fapp36-2000-9.xml,153.035
real/fapp36-40/fapp36/fapp36-2000-5.xml,148.001
real/fapp36-40/fapp36/fapp36-2000-10.xml,155.79500000000002
real/fapp36-40/fapp37/fapp37-2250-4.xml,748.566
real/fapp31-35/fapp35/fapp35-1500-4.xml,278.687
real/fapp31-35/fapp35/fapp35-1500-2.xml,321.88800000000003
real/fapp31-35/fapp31/fapp31-0400-8.xml,95.45100000000001
real/fapp31-35/fapp31/fapp31-0400-10.xml,96.91999999999999
real/fapp31-35/fapp31/fapp31-0400-7.xml,95.873
real/fapp31-35/fapp33/fapp33-0650-7.xml,90.053
real/fapp31-35/fapp33/fapp33-0650-5.xml,81.866
real/fapp21-25/fapp23/fapp23-1800-10.xml,376.119
real/fapp21-25/fapp23/fapp23-1800-7.xml,344.77299999999997
real/fapp21-25/fapp24/fapp24-2000-8.xml,168.09799999999998
real/fapp21-25/fapp25/fapp25-2230-8.xml,122.964
real/rlfapGraphsMod/graph12-w0.xml,15.708000000000002
real/rlfapGraphsMod/graph14-f27.xml,21.662
real/fapp01-05/fapp05/fapp05-0350-0.xml,46.785
real/fapp01-05/fapp03/fapp03-0300-1.xml,39.830999999999996
real/fapp01-05/fapp01/fapp01-0200-0.xml,29.576000000000004
real/fapp01-05/fapp01/fapp01-0200-5.xml,28.677
real/fapp01-05/fapp04/fapp04-0300-4.xml,38.098
real/fapp16-20/fapp17/fapp17-0300-5.xml,38.975
real/fapp16-20/fapp18/fapp18-0350-5.xml,37.901
real/fapp16-20/fapp19/fapp19-0350-8.xml,98.915
real/fapp16-20/fapp19/fapp19-0350-0.xml,91.767
real/fapp16-20/fapp16/fapp16-0260-2.xml,37.344
real/fapp16-20/fapp20/fapp20-0420-6.xml,43.523
real/fapp16-20/fapp20/fapp20-0420-8.xml,44.557
real/compet02/patat-02-comp-20.xml,1073.347
real/compet02/patat-02-comp-8.xml,681.198
real/bmc/bmc-ibm-04-16.xml,299.82899999999995
real/bmc/bmc-ibm-04-02.xml,342.192
real/bmc/bmc-ibm-01-08.xml,123.287
real/fapp06-10/fapp08/fapp08-0700-8.xml,65.01899999999999
real/fapp06-10/fapp08/fapp08-0700-9.xml,63.791999999999994
real/fapp06-10/fapp08/fapp08-0700-7.xml,61.186
real/fapp06-10/fapp09/fapp09-0800-1.xml,50.242000000000004
real/fapp06-10/fapp06/fapp06-0500-0.xml,55.118
real/fapp06-10/fapp06/fapp06-0500-1.xml,51.46
real/fapp06-10/fapp06/fapp06-0500-7.xml,55.035
real/fapp06-10/fapp06/fapp06-0500-5.xml,67.776
real/fapp06-10/fapp10/fapp10-0900-9.xml,89.79799999999999
real/rlfapScensMod/scen7-w1-f4.xml,16.043
real/fapp11-15/fapp13/fapp13-2000-10.xml,115.304
real/fapp11-15/fapp13/fapp13-2000-1.xml,166.106
real/fapp11-15/fapp11/fapp11-1000-3.xml,103.01599999999999
real/fapp11-15/fapp12/fapp12-1500-9.xml,202.174
real/fapp11-15/fapp12/fapp12-1500-8.xml,309.12
patt/primes-15/primes-15-20-3-5.xml,26.805999999999997
patt/primes-15/primes-15-20-2-7.xml,1221.9172421875
patt/primes-15/primes-15-40-2-3.xml,16.738
patt/primes-15/primes-15-80-3-1.xml,17.138
patt/mug/mug100-25-4.xml,2.175
patt/os-taillard-4/os-taillard-4-95-0.xml,242.48100000000002
patt/os-taillard-4/os-taillard-4-95-5.xml,229.475
patt/os-taillard-4/os-taillard-4-105-5.xml,287.3
patt/os-taillard-4/os-taillard-4-100-3.xml,450.804
patt/js-taillard-15/js-taillard-15-95-3.xml,1318.33296875
patt/js-taillard-15/js-taillard-15-100-4.xml,1906.0381484375002
patt/fischer/fischer-7-3-fair.xml,36000
patt/fischer/fischer-1-4-fair.xml,2255.1572500000007
patt/leighton/leighton-25/lei450-25a-23.xml,200.635
patt/leighton/leighton-15/lei450-15b-13.xml,192.728
patt/leighton/leighton-15/lei450-15c-13.xml,202.925
patt/leighton/leighton-15/lei450-15b-05.xml,147.04
patt/bqwh-15-106_glb/bqwh-15-106-25_glb.xml,1.347
patt/bqwh-15-106_glb/bqwh-15-106-23_glb.xml,1.3570000000000002
patt/bqwh-15-106_glb/bqwh-15-106-99_glb.xml,1.4140000000000001
patt/bqwh-15-106_glb/bqwh-15-106-59_glb.xml,1.4540000000000002
patt/bqwh-15-106_glb/bqwh-15-106-76_glb.xml,1.3050000000000002
patt/bqwh-15-106_glb/bqwh-15-106-29_glb.xml,1.36
patt/bqwh-15-106_glb/bqwh-15-106-31_glb.xml,1.3800000000000001
patt/bqwh-15-106_glb/bqwh-15-106-54_glb.xml,1.329
patt/bqwh-15-106_glb/bqwh-15-106-91_glb.xml,1.3499999999999999
patt/bqwh-15-106_glb/bqwh-15-106-86_glb.xml,1.408
patt/bqwh-15-106_glb/bqwh-15-106-20_glb.xml,1.33
patt/super-jobShop/super-jobShop-e0ddr1/super-jobShop-e0ddr1-5.xml,168.807
patt/super-jobShop/super-jobShop-ewddr2/super-jobShop-ewddr2-6.xml,194.169
patt/hos/ash608GPIA-4.xml,28.075000000000003
patt/hos/abb313GPIA-7.xml,414.805
patt/register/mulsol/mulsol-i-2-31.xml,198.355
patt/register/mulsol/mulsol-i-2-15.xml,188.541
patt/register/mulsol/mulsol-i-2-05.xml,162.638
patt/register/mulsol/mulsol-i-1-30.xml,194.659
patt/register/mulsol/mulsol-i-2-29.xml,198.685
patt/register/mulsol/mulsol-i-1-46.xml,211.927
patt/register/mulsol/mulsol-i-4-15.xml,188.349
patt/register/mulsol/mulsol-i-4-29.xml,200.876
patt/register/zeroin/zeroin-i-3-27.xml,193.793
patt/register/fpsol/fpsol2-i-2-05.xml,189.68699999999998
patt/register/fpsol/fpsol2-i-1-65.xml,414.91700000000003
patt/register/fpsol/fpsol2-i-3-10.xml,192.272
patt/register/fpsol/fpsol2-i-3-15.xml,196.91400000000002
patt/register/inithx/inithx-i-2-31.xml,251.37899999999996
patt/register/inithx/inithx-i-2-28.xml,233.332
patt/register/inithx/inithx-i-1-35.xml,292.84299999999996
patt/register/inithx/inithx-i-3-28.xml,233.452
patt/sgb/miles/miles1500-65.xml,245.98
patt/sgb/miles/miles1500-10.xml,188.708
patt/sgb/queen/queen5-5-5.xml,1.9880000000000002
patt/sgb/book/homer-11.xml,770.037751196172
patt/school/school1-nsh-13.xml,202.42799999999997
patt/cjss/la04x2-572.xml,2785.12953125
patt/cjss/la03x2-593.xml,2785.1303046875
patt/cjss/ft10x2-837.xml,36000
patt/tdsp/C1-1-21.xml,8.84
patt/tdsp/C1-3-21.xml,6.729
patt/tdsp/C7-3-241.xml,2259.9255
patt/tdsp/C2-1-16.xml,20.456
patt/bqwh-18-141_glb/bqwh-18-141-97_glb.xml,1.758
patt/bqwh-18-141_glb/bqwh-18-141-9_glb.xml,1.874
patt/bqwh-18-141_glb/bqwh-18-141-23_glb.xml,2.023
patt/bqwh-18-141_glb/bqwh-18-141-69_glb.xml,1.601
patt/bqwh-18-141_glb/bqwh-18-141-50_glb.xml,1.764
patt/bqwh-18-141_glb/bqwh-18-141-35_glb.xml,1.603
patt/bqwh-18-141_glb/bqwh-18-141-7_glb.xml,1.6669999999999998
patt/bqwh-18-141_glb/bqwh-18-141-64_glb.xml,2.26
patt/bqwh-18-141_glb/bqwh-18-141-33_glb.xml,1.547
patt/bqwh-18-141_glb/bqwh-18-141-62_glb.xml,1.765
patt/bqwh-18-141_glb/bqwh-18-141-89_glb.xml,2.192
patt/bqwh-18-141_glb/bqwh-18-141-95_glb.xml,1.834
patt/bqwh-18-141_glb/bqwh-18-141-22_glb.xml,1.92
patt/bqwh-18-141_glb/bqwh-18-141-20_glb.xml,2.177
patt/bqwh-18-141_glb/bqwh-18-141-78_glb.xml,1.617
patt/super-js/super-js-taillard-15/super-js-taillard-15-28.xml,1274.03065625
patt/super-js/super-js-taillard-15/super-js-taillard-15-25.xml,1477.3423515625002
patt/primes-30/primes-30-20-3-7.xml,1227.7123046875
patt/primes-30/primes-30-20-3-1.xml,51.919
patt/primes-30/primes-30-80-3-3.xml,17.892
patt/insertion/full-insertion/2-fullins-5-6.xml,1730.1637952755907
patt/insertion/full-insertion/3-fullins-3-5.xml,2.8770000000000002
patt/insertion/k-insertion/3-insertions-4-5.xml,6.316999999999999
patt/insertion/k-insertion/4-insertions-4-4.xml,9.65
patt/insertion/k-insertion/1-insertions-5-4.xml,196.102
patt/insertion/k-insertion/3-insertions-4-3.xml,5.176
patt/insertion/k-insertion/3-insertions-4-4.xml,9.879000000000001
patt/jobShop-e0ddr2/e0ddr2-10-by-5-6.xml,819.1070000000001
patt/jobShop-e0ddr2/e0ddr2-10-by-5-4.xml,797.448
patt/os-taillard-15/os-taillard-15-105-7.xml,301.79699999999997
patt/os-taillard-15/os-taillard-15-100-3.xml,314.069
patt/js-taillard-20-15/js-taillard-20-15-100-9.xml,2974.2550078740155
patt/js-taillard-20-15/js-taillard-20-15-100-2.xml,36000
patt/js-taillard-20-15/js-taillard-20-15-100-5.xml,2937.7225433070857
patt/rcpsp/rcpsp25-39.xml,21.787000000000003
patt/rcpsp/rcpsp20-06.xml,3.19
patt/rcpsp/rcpsp20-18.xml,12.344000000000001
patt/rcpsp/rcpsp25-37.xml,128.104
patt/rcpsp/rcpsp20-15.xml,2.991
patt/rcpsp/rcpsp20-03.xml,4.526
patt/super-queens/super-queens-11.xml,36000
patt/super-queens/super-queens-1.xml,183.622
patt/radar-9-28-4-2/radar-9-28-4-2-15.xml,1.448
patt/radar-9-28-4-2/radar-9-28-4-2-47.xml,1.415
patt/radar-9-28-4-2/radar-9-28-4-2-26.xml,1.4589999999999999
patt/radar-9-28-4-2/radar-9-28-4-2-14.xml,1.507
patt/jobShop-e0ddr1/e0ddr1-10-by-5-4.xml,500.31
patt/os-taillard-10/os-taillard-10-95-5.xml,1279.69696875
patt/os-taillard-10/os-taillard-10-100-3.xml,135.07
patt/os-taillard-10/os-taillard-10-105-3.xml,105.70700000000001
patt/os-taillard-10/os-taillard-10-100-0.xml,1280.6230546875
patt/os-taillard-10/os-taillard-10-100-1.xml,191.735
patt/os-gp-unsat/gp10-07-1078.xml,1311.655421875
patt/primes-20/primes-20-40-3-3.xml,1233.4069375
patt/os-taillard-5/os-taillard-5-100-3.xml,160.523
patt/os-taillard-5/os-taillard-5-95-7.xml,151.195
patt/haystacks/haystacks-13.xml,1286.5851171875
patt/haystacks/haystacks-15.xml,1379.539625
patt/radar-8-24-3-2/radar-8-24-3-2-38.xml,3.8649999999999998
patt/radar-8-24-3-2/radar-8-24-3-2-31.xml,4.633
patt/os-taillard-20/os-taillard-20-105-1.xml,82.64399999999999
patt/os-taillard-20/os-taillard-20-100-1.xml,176.02100000000002
patt/os-taillard-20/os-taillard-20-100-6.xml,80.213
patt/os-taillard-20/os-taillard-20-95-4.xml,1235.2322109375002
patt/os-taillard-7/os-taillard-7-105-8.xml,273.042
patt/os-taillard-7/os-taillard-7-95-0.xml,582.208
patt/super-os/super-os-taillard-20/super-os-taillard-20-26.xml,1248.619984375
patt/super-os/super-os-taillard-7/super-os-taillard-7-4.xml,36000
patt/super-os/super-os-taillard-7/super-os-taillard-7-14.xml,143.82999999999998
patt/super-os/super-os-taillard-7/super-os-taillard-7-20.xml,127.895
patt/super-os/super-os-taillard-4/super-os-taillard-4-24.xml,151.387
patt/super-os/super-os-taillard-4/super-os-taillard-4-8.xml,147.55700000000002
patt/super-os/super-os-taillard-4/super-os-taillard-4-27.xml,133.05800000000002
patt/super-os/super-os-taillard-10/super-os-taillard-10-26.xml,1346.86890625
patt/super-os/super-os-taillard-10/super-os-taillard-10-11.xml,2849.0543749999997
patt/super-os/super-os-taillard-10/super-os-taillard-10-23.xml,1365.381296875
patt/radar-8-30-3-0/radar-8-30-3-0-10.xml,4.4030000000000005
patt/radar-8-30-3-0/radar-8-30-3-0-31.xml,4.475
patt/radar-8-30-3-0/radar-8-30-3-0-39.xml,4.432
patt/os-gp-sat/gp10-10-1092.xml,1299.802984375
patt/os-gp-sat/gp10-08-1093.xml,1300.0869296875
patt/os-gp-sat/gp10-06-1071.xml,1297.8907031250003
patt/jobShop-enddr1/enddr1-10-by-5-10.xml,590.899
patt/rcpspTighter/rcpsptight25-26.xml,11.713
patt/rcpspTighter/rcpsptight25-33.xml,1.5260000000000002
patt/rcpspTighter/rcpsptight20-17.xml,2.294
patt/primes-25/primes-25-80-3-7.xml,1625.6587890625
patt/primes-25/primes-25-20-2-1.xml,11.778
patt/jobShop-enddr2/enddr2-10-by-5-10.xml,833.8770000000001
patt/jobShop-enddr2/enddr2-10-by-5-1.xml,746.0989999999999
acad/nengfa/route.xml,154.119
acad/magicSquare/magicSquare-9_glb.xml,471.177
acad/magicSquare/magicSquare-6_glb.xml,134.174
acad/allIntervalSeries/series-100.xml,2551.4121968503937
acad/pigeons_glb/pigeons-45_ext.xml,186.567
acad/pigeons_glb/pigeons-25_ext.xml,105.245
acad/domino/domino-100-100.xml,129.748
acad/domino/domino-300-300.xml,223.305
acad/domino/domino-1000-500.xml,10.354
acad/latinSquare/latinSquare-dg-11_all.xml,36000
acad/latinSquare/latinSquare-dg-12_all.xml,1654.0199752066114
acad/latinSquare/latinSquare-dg-10_all.xml,118.908
acad/costasArray/costasArray-17.xml,1296.976859375
acad/allsquaresUnsat/squaresUnsat-30-30.xml,4.801
acad/allsquaresUnsat/squaresUnsat-31-31.xml,4.952999999999999
acad/allsquaresUnsat/squaresUnsat-34-34.xml,5.281999999999999
acad/allsquaresUnsat/squaresUnsat-11-11.xml,1.747
acad/allsquaresUnsat/squaresUnsat-13-13.xml,1.663
acad/allsquaresUnsat/squaresUnsat-10-10.xml,1.7440000000000002
acad/langford2/langford-2-7.xml,6.1899999999999995
acad/langford4/langford-4-15.xml,237.952
acad/langford4/langford-4-18.xml,2822.8353046875004
acad/langford4/langford-4-40.xml,2997.7356614173227
acad/langford4/langford-4-11.xml,142.28500000000003
acad/langford4/langford-4-25.xml,2841.9170703124996
acad/langford4/langford-4-5.xml,89.496
acad/allsquares/squares-5-5.xml,1.3319999999999999
acad/allsquares/squares-19-19.xml,4.195
acad/ramsey4/ramsey-38-4.xml,2823.8606796875
acad/bibd9/bibd-9-36-12-3-3_glb.xml,40.864999999999995
acad/bibd9/bibd-9-120-40-3-10_glb.xml,513.17
acad/bibd6/bibd-6-70-35-3-14_glb.xml,247.054
acad/queenAttacking/queenAttacking-7.xml,350.065
acad/bibdVariousK/bibd-15-35-7-3-1_glb.xml,273.033
acad/bibdVariousK/bibd-21-21-5-5-1_glb.xml,108.38999999999999
acad/knights/knights-15-9.xml,1720.9215396825398
acad/knights/knights-15-5.xml,325.81399999999996
acad/knights/knights-25-9.xml,36000
acad/knights/knights-50-25.xml,79.557
acad/langford3/langford-3-2.xml,1.105
acad/queensKnights/queensKnights-12-5-mul.xml,36000
acad/queensKnights/queensKnights-20-5-add.xml,1627.339
acad/queensKnights/queensKnights-15-5-add.xml,36000
acad/QG7/quasigroup7-9.xml,204.626
acad/pigeons/pigeons-10-ord.xml,5.9110000000000005
acad/pigeons/pigeons-8.xml,1.2710000000000001
acad/pigeons/pigeons-13.xml,991.1842662721893
acad/pigeons/pigeons-7.xml,1.028
acad/pigeons/pigeons-30.xml,163.409
acad/pigeons/pigeons-15.xml,70.48599999999999
acad/pigeons/pigeons-18.xml,69.576
bool/routing/s3-3-3-3.xml,2.9699999999999998
bool/routing/s4-4-3-9.xml,28.037
bool/ii/ii-8b1.xml,5.012
bool/ii/ii-32b1.xml,30.213000000000005
bool/ii/ii-8d2.xml,18.998
bool/mps/mps-neos18.xml,17.612000000000002
bool/mps/mps-opt1217.xml,20.3
bool/mps/mps-lseu.xml,17.747
bool/mps/mps-pipex.xml,262.77799999999996
bool/mps/mps-mzzv42z.xml,1290.1934206349206
bool/logic-synthesis/prom2-pi.xml,57.62
bool/logic-synthesis/9symml.xml,22.552
bool/uclid/ooo-rf7.xml,383.9190000000001
bool/uclid/ooo-rf6.xml,217.604
bool/uclid/elf-rf8.xml,806.616
bool/uclid/elf-rf7.xml,221.775
bool/fpga/fpga-20-18.xml,15.463
bool/fpga/fpga-40-38.xml,781.057
bool/fpga/fpga-15-15.xml,9.485
bool/fpga/fpga-15-13.xml,8.931999999999999
bool/fpga/fpga-20-19.xml,19.616999999999997
bool/mpsReduced/mps-red-misc03.xml,74.886
bool/mpsReduced/mps-red-neos20.xml,67.215
bool/mpsReduced/mps-red-qnet1.xml,734.491
bool/mpsReduced/mps-red-recipe.xml,1233.028777777778
bool/mpsReduced/mps-red-ran14x18.xml,36000
bool/mpsReduced/mps-red-fiber.xml,74.32300000000001
bool/mpsReduced/mps-red-agg2.xml,1409.32372
bool/mpsReduced/mps-red-bell3a.xml,1190.4231825396823
bool/mpsReduced/mps-red-ran10x12.xml,1587.9718040540542
bool/circuits/c8.xml,6.813000000000001
bool/ppp/ppp-1-11-19-21.xml,1234.75
bool/ppp/ppp-1-12-16.xml,327.878
bool/jnh/jnh-213.xml,13.844
bool/pseudoGLB/normalized-blast-tlan3-ucl.xml,66.256
bool/pseudoGLB/normalized-t3002-11tsp11-1900554067.xml,240.053
bool/pseudoGLB/normalized-chnl30-31-pb-cnf-cr.xml,24.774
bool/pseudoGLB/normalized-t3002-11tsp11-1900557362.xml,209.16400000000002
bool/pseudoGLB/normalized-t2001-13queen13-1111213670.xml,269.13800000000003
bool/pseudoGLB/normalized-t3002-11tsp11-1900670675.xml,235.655
bool/pseudoGLB/normalized-cache-inv12-ucl.xml,408.17800000000005
bool/pseudoGLB/normalized-t3002-11tsp11-1900669797.xml,242.81299999999996
bool/pseudoGLB/normalized-t3002-11tsp11-1900564281.xml,208.757
bool/pseudoGLB/normalized-t2001-13queen13-1111220546.xml,274.214
bool/pseudoGLB/normalized-fpga35-35-sat-pb-cnf-cr.xml,385.61
bool/pseudoGLB/normalized-pigeon-cardinality-51-50.xml,36000
bool/pseudoGLB/normalized-t3002-11tsp11-1900571761.xml,1619.98
bool/pseudoGLB/normalized-t3002-11tsp11-1900547461.xml,273.35200000000003
bool/pseudoGLB/normalized-fpga45-45-sat-pb-cnf-cr.xml,1491.027
bool/pseudoGLB/normalized-chnl30-35-pb-cnf-cr.xml,26.849
bool/pseudoGLB/normalized-ppp:1-11-19-21.xml,2090.9318979591835
bool/pseudoGLB/normalized-pigeon-clauses-91-90.xml,243.337
bool/pseudoGLB/normalized-t3002-11tsp11-1900584106.xml,217.782
bool/pseudoGLB/normalized-reduced-prob6.xml,17.529
bool/pseudoGLB/normalized-37s-smv.xml,228.49200000000002
bool/pseudoGLB/normalized-elf-rf8-ucl.xml,813.175
bool/pseudoGLB/normalized-chnl50-55-pb-cnf-cr.xml,176.827
